place_names,Latitude,Longitude
Ganga Orchard Road,18.5313595,73.9130829
Mirchandani Palms,18.5999931,73.7892739
Kaspate Vasti Road,18.5923449,73.7735076
Jnanoba Bhakuji Jadhav Path,18.5245405,73.852694
Nandur,18.5276238,74.199258
Sahajpur,18.4987014,74.1780986
Manik Nagar Lane No.1B,18.5229147,73.8658805
Manik Nagar Lane No.2B,18.5240894,73.8658852
Ladkatwadi Road,18.537262,73.8741075
Bholaikhana Pune Station,18.5241448,73.8687254
Vinod Pathak Path,18.5219171,73.8706059
Farm Road,18.1977776,73.7747704
Padasthal Rd,18.1254481,75.0223586
Padasthal Rd,18.1271854,75.0215543
Solapur Road,18.1301287,75.0053818
Solapur Road,18.1293852,75.0064794
Open Space,18.5575234,73.8040321
Manik,18.5245269,73.8631868
Manik,18.5225448,73.8669467
Manik,18.5159365,73.8719164
Manik,18.5083531,73.8775649
Manik,18.5067187,73.8791014
Manik Nalla,18.505932,73.8798138
Manik Nagar Lane No.1A,18.5224205,73.866597
Manik Nagar Lane No.1A,18.52246,73.8665895
RS Tower Lane,18.5223883,73.8663497
RS Tower Lane,18.5223976,73.8663495
Swami Gwalanand Path,18.5109569,73.8757748
Hermes Gate,18.5182408,73.8709918
Shantai Hotel Lane,18.5170844,73.8712485
Jawaharlal Nehru Marg,18.5226692,73.8674748
Jawaharlal Nehru Marg,18.5226479,73.8674781
Chaure Path,18.522306,73.8675571
Chaure Path,18.5222945,73.8676244
Sardar Moodliar Path,18.5198526,73.8685816
Sardar Moodliar Path,18.5198366,73.8685402
Sardar Moodliar Path,18.5197013,73.8685325
Sardar Moodliar Path,18.5198372,73.8686569
Sachapir street,18.5164219,73.8721322
Sachapir street,18.5165676,73.8731999
Ardeshir Irani Path,18.5145295,73.8735172
Ardeshir Irani Path,18.5145278,73.8734561
Solapur Road,18.506977,73.8792058
Solapur Road,18.5070098,73.8793127
Manik Nagar Lane No.1B,18.5221908,73.865854
Manik Nagar Lane No.1B,18.5222318,73.8658555
Barne Road,18.5239766,73.8642523
Barne Road,18.5243012,73.8645145
Barne Road,18.5240217,73.8641799
Barne Road,18.5243414,73.8644635
Sukhniwas Internal Road,18.5222705,73.8655074
Manik Nagar Lane No.1,18.5234441,73.8642747
Mahatma Gandhi Marg,18.5064295,73.8785464
Mahatma Gandhi Marg,18.5073144,73.87863
Nagzari,18.499608,73.8745057
Timber Market - Bhavani Peth,18.5085763,73.8668893
Timber Market - Ganj Peth,18.507684,73.8668732
Ekbote Colony,18.5031433,73.8670783
East Swargate,18.4998533,73.867097
Miranand Parisar,18.4994308,73.8725836
Koregaon Park,18.5366933,73.8944448
Bund Garden T.P.S,18.5362683,73.8796469
RBM Road,18.5344348,73.8684297
Lodha One- Council Hall Road,18.5267818,73.8785481
Birds Valley Society,18.4455318,73.8007674
DSK Vishwa Road,18.446976,73.8019386
Aabai Apartment,18.445888,73.8017159
Radha Krishna Villa,18.4467355,73.8013296
Sharda Myria Society,18.4463571,73.7967144
Tej Parwani Road,18.5110691,73.8759673
Echinus Court Road,18.5757605,73.7646986
Gopal Hari Deshmukh Marg,18.561796,73.7852013
Hiking Trail,18.8259283,73.4004292
Saswad Road,18.4652885,73.9625065
Rupnagar Road,18.4476833,73.8910341
Rupnagar Road,18.4475056,73.8894758
Rupnagar Road,18.4468755,73.8894758
Rupnagar Road,18.4463494,73.8897604
Blue Ridge Approach Road,18.5771813,73.7422385
Blue Ridge Approach Road,18.5772294,73.7423022
Blue Ridge Approach Road,18.576773,73.7425906
Blue Ridge Approach Road,18.5768162,73.7426541
Blue Ridge Approach Road,18.5784227,73.7397136
Blue Ridge Approach Road,18.5785958,73.7381695
Blue Ridge Approach Road,18.5785121,73.7382297
Blue Ridge Approach Road,18.5738812,73.7389264
Blue Ridge Approach Road,18.5743205,73.7380582
Blue Ridge Approach Road,18.5744264,73.7380836
Blue Ridge Approach Road,18.5758813,73.7373417
Blue Ridge Approach Road,18.5760055,73.7373784
Blue Ridge Approach Road,18.5775971,73.7370485
Blue Ridge Approach Road,18.5774148,73.7371115
Blue Ridge Approach Road,18.578013,73.7370933
Blue Ridge Road,18.5811211,73.7360915
Swami Narayan Temple,18.4419329,73.8366082
Saptagiri Co-Op Housing Society,18.4333609,73.8476295
Gulmohar Bar & Curryhouse,18.5590938,73.791405
Shree Residency,18.573061,73.7802688
Mantra Monarch,18.5846634,73.7648063
Linear Park Cycleway,18.59754,73.7942324
Urse Talegaon Road,18.7330789,73.6751756
Nagras Road,18.5653369,73.8071246
Nagras Road,18.5653026,73.8070908
Late Vitthalrao Namdeo Shivarkar Road,18.506268,73.9010999
Late Vitthalrao Namdeo Shivarkar Road,18.5042022,73.9008436
Sqn Ldr Sureshchandra Bhagwat Marg,18.529916,73.8364278
Sqn Ldr Sureshchandra Bhagwat Marg,18.5298533,73.8354755
Jawaharlal Nehru Marg,18.5227713,73.8674681
Kaspate Vasti Road,18.5932176,73.7735268
Bhosari-MIDC Road,18.6205895,73.8370182
Bhosari-MIDC Road,18.6205406,73.8370157
Datta Mandir Road,18.6010555,73.7642067
Jai Mahesh Road,18.6010656,73.7642432
Jai Mahesh Road,18.6010289,73.7641447
Jai Mahesh Road,18.6012444,73.7620686
Jai Mahesh Road,18.6010927,73.7641617
Datta Mandir Road,18.6027652,73.7644501
Maan - Mhalunge Connector Road,18.5730529,73.7322295
Maan - Mhalunge Connector Road,18.5730668,73.732171
Skyi Star City Internal Road,18.4363645,73.799069
Skyi Star City Road,18.4382279,73.7992459
Skyi Star City Road,18.4377491,73.7952335
Balewadi - Nande Road,18.5581085,73.7192403
Balewadi - Nande Road,18.5594797,73.7243448
Airport New Road,18.5683946,73.9067466
Airport New Road,18.5686853,73.9067855
Chavan Bridge,18.5120288,73.8414068
Chavan Bridge,18.5112889,73.8420015
Yashwantrao Chavan Bridge,18.5129175,73.8407184
Karve Road,18.51309,73.8405868
Balewadi Gaon Road,18.5708861,73.7810347
Ankush Nagar Road,18.6752108,73.781414
Vishnushastri Chiplunkar Path,18.5153218,73.8288634
Prabhat Path,18.5154017,73.8288646
Pimple Nilakh Road,18.5645776,73.7873305
NIBM Road,18.4768145,73.8961954
NIBM Road,18.4768214,73.8961954
Range Hills Road,18.5391403,73.8345006
Saswad Road,18.4985638,73.9408485
Magarpatta Road Flyover,18.5052096,73.9276657
Manjari Railway Flyover,18.5123279,73.9678295
Mundhwa Road Railway Flyover,18.5240004,73.932298
Mundhwa Road Railway Flyover,18.5239884,73.9322107
Mundhwa Road Railway Flyover,18.5297178,73.9324709
Mundhwa Road Railway Flyover,18.529701,73.9323796
National Games Marg,18.5511986,73.8896247
National Games Marg,18.5505635,73.8894414
National Games Marg,18.5550223,73.8903028
National Games Marg,18.5550363,73.8902151
Bharatratna Atal Bihari Vajpayee Flyover,18.5320092,73.8429197
Bharatratna Atal Bihari Vajpayee Flyover,18.532103,73.8429376
Balaji Vishwanath Path,18.5010758,73.85578
Katraj Kondhwa Road,18.4482068,73.8639519
Katraj Kondhwa Road,18.4482771,73.8638896
AR suites,18.5295665,73.9128386
Katraj - Dehu Road Bypass,18.4558242,73.8266308
Katraj - Dehu Road Bypass,18.4550479,73.8272265
Navale Flyover,18.4622038,73.8204764
Katraj - Dehu Road Bypass,18.5181452,73.7687859
Katraj - Dehu Road Bypass,18.526559,73.7745053
Katraj - Dehu Road Bypass,18.532038,73.7798295
Katraj - Dehu Road Bypass,18.5317194,73.779557
Katraj - Dehu Road Bypass,18.5370911,73.7812033
Katraj - Dehu Road Bypass,18.5385626,73.7807643
Katraj - Dehu Road Bypass,18.5466287,73.773964
Katraj - Dehu Road Bypass,18.5458674,73.7744141
Katraj - Dehu Road Bypass,18.5439114,73.7755783
Katraj - Dehu Road Bypass,18.5445853,73.7748976
Katraj - Dehu Road Bypass,18.5482209,73.7731737
Katraj - Dehu Road Bypass,18.5590949,73.7694891
Katraj - Dehu Road Bypass,18.5592969,73.7692684
Pashan-Sus Road,18.5465912,73.7744393
VTP BelAir,18.5709312,73.7387194
Khandoba Mandir,18.5421938,73.6819909
Sinhagad Road,18.4887378,73.830273
Sinhagad Road,18.4868211,73.8285676
Solapur Road Flyover,18.5044885,73.9195161
Solapur Road,18.5041371,73.9213204
Solapur Road Flyover,18.5062541,73.9135308
Solapur Road Flyover,18.5060853,73.9136717
Solapur Road Flyover,18.5004067,73.941161
Solapur Road Flyover,18.5004919,73.9411698
Solapur Road Flyover,18.5015656,73.9310779
Solapur Road Flyover,18.5016826,73.9310752
Bhakti Shakti Circle Eleveted Road,18.6630118,73.7715314
Bhakti Shakti Circle Eleveted Road,18.6651156,73.7735686
Madhukar Pavale Flyover,18.6566305,73.7798995
Madhukar Pavale Flyover,18.6567297,73.779688
Dehu Road Flyover,18.683052,73.7295409
Dehu Road Flyover,18.6831034,73.7296074
Spine Road,18.6646566,73.8087017
Spine Road,18.6634329,73.8108898
Spine Road,18.6622093,73.8181351
Kalewadi Phata-Chikhali BRTS Road,18.6602756,73.8128138
Spine Road Flyover,18.6569956,73.8294641
Spine Road Flyover,18.6571015,73.8295553
Sant Dyaneshwar Marg Flyover,18.639421,73.8759875
Sant Dyaneshwar Marg Flyover,18.6400004,73.8767572
Railway Overbridge,18.6368969,73.7900196
Railway Overbridge,18.6369727,73.78999
Mother Teresa Flyover,18.6364069,73.8000968
Mother Teresa Flyover,18.6362622,73.8001469
Mother Teresa Flyover,18.6243411,73.792228
Mother Teresa Flyover,18.623939,73.7918863
Chapekar Chowk Flyover,18.6292314,73.7756611
Chapekar Chowk Flyover,18.6291912,73.7756922
Chapekar Chowk Flyover,18.6308378,73.783099
Chapekar Chowk Flyover,18.6307979,73.7831424
Aundh Ravet Road Flyover,18.5994168,73.7804698
Aundh Ravet Road Flyover,18.5971553,73.7821622
Aundh Ravet Road Flyover,18.5970955,73.7820693
Jagtap Dairy Flyover,18.5943849,73.7836571
Jagtap Dairy Flyover,18.5944873,73.783814
Dhore Patil Flyover,18.5717251,73.8077311
Sinhagad Road Flyover,18.489592,73.8314316
Sinhagad Road Flyover,18.4859003,73.8281867
Bharatratna J.R.D Tata Flyover,18.6033493,73.8182965
Bharatratna J.R.D Tata Flyover,18.6032514,73.8184164
Kasarwadi - Pimple Gurav Road,18.6057861,73.8219799
Old Pune–Mumbai Highway,18.6031396,73.825418
Pune Nashik Road,18.6087882,73.8229873
Bharatratna J.R.D Tata Flyover,18.6099346,73.8231736
Bharatratna J.R.D Tata Flyover,18.612166,73.8237084
Dapodi Flyover,18.5852682,73.8330473
Dapodi Flyover,18.5851825,73.8330696
Katraj - Dehu Road Bypass,18.6573704,73.7317665
Katraj - Dehu Road Bypass,18.6639372,73.7290747
Gramdaivat Shree Bapdev Maharaj Flyover,18.6618756,73.7298019
Gramdaivat Shree Bapdev Maharaj Flyover Ramp,18.6618119,73.7288826
Mumbai - Pune Expressway,18.66236,73.7300482
Katraj - Dehu Road Bypass,18.6461178,73.736142
Katraj - Dehu Road Bypass,18.6461944,73.7362864
Katraj - Dehu Road Bypass,18.6561481,73.7322486
Gramdaivat Shree Dharmanath Maharaj Flyover,18.6549526,73.7327153
Gramdaivat Shree Dharmanath Maharaj Flyover,18.65377,73.7332057
Gramdaivat Shree Dharmanath Maharaj Flyover,18.6526251,73.7334962
Gramdaivat Shree Dharmanath Maharaj Flyover,18.6473854,73.7358062
Gramdaivat Shree Dharmanath Maharaj Flyover,18.647304,73.7356527
Hinjawadi Flyover,18.5920166,73.7550677
Hinjawadi Flyover,18.5924659,73.7606865
Hinjawadi Flyover,18.5924097,73.7607009
Hinjawadi Flyover,18.5919435,73.7549659
Kaspate Vasti Road,18.5900663,73.7731467
Kaspate Vasti Road,18.5902614,73.773497
Mumbai–Pune Railway,18.5293232,73.8562913
Mumbai–Pune Railway,18.541798,73.8487524
Mumbai–Pune Railway,18.5418158,73.8488074
Mumbai–Pune Railway,18.529366,73.8563092
Dudhane lawns greenroom,18.4809256,73.8139212
Mauli residency,18.4826257,73.8129747
IISER football ground,18.541729,73.806787
PIC Road,18.5354419,73.8090546
The palladium,18.4985765,73.8222219
Mumbai–Pune Railway,18.5290147,73.8700304
Mumbai–Pune Railway,18.7601015,73.5856025
Mumbai–Pune Railway,18.7565433,73.609443
Mumbai–Pune Railway,18.7565045,73.6094245
Mumbai–Pune Railway,18.7549976,73.6157035
Mumbai–Pune Railway,18.7550427,73.615731
Bhigwan Rashin Road,18.3339404,74.8058367
Bhigwan Rashin Road,18.3221334,74.8040209
Godrej Infinity,18.5403753,73.9466296
Srushti G wing,18.5047201,73.8003142
Yash Chandanshiv,18.1588837,73.8292443
Vasudha Etasha,18.5003113,73.7899858
Sadhana,18.5040092,73.8446823
Srushti Internal Road,18.5031234,73.8003661
Datta Mandir,18.158993,73.8293318
Bhairavnath Empire,18.3408717,74.0330987
Mumbai–Pune Railway,18.7324425,73.6752361
Mumbai–Pune Railway,18.7360154,73.6705487
Mumbai–Pune Railway,18.7357766,73.671341
Mumbai–Pune Railway,18.7357766,73.671341
Mumbai–Pune Railway,18.7468622,73.6418395
Mumbai–Pune Railway,18.7360154,73.6705487
Mumbai–Pune Railway,18.7470918,73.6410508
Mumbai-Pune Railway,18.7445905,73.4818977
Mumbai-Pune Railway,18.7445905,73.4818977
Mumbai–Pune Railway,18.6393508,73.7907488
Mumbai–Pune Railway,18.6396974,73.7908303
Mumbai–Pune Railway,18.6086401,73.8130668
Mumbai–Pune Railway,18.6082177,73.813112
Mumbai–Pune Railway,18.560649,73.8426599
Mumbai–Pune Railway,18.5703592,73.8370503
Mumbai–Pune Railway,18.5586309,73.8437261
Mumbai-Pune Railway,18.7460457,73.4227482
TKE_House,18.4329514,73.8770142
Balu Randive Home,18.4329555,73.8768661
Mumbai–Pune Railway,18.5783591,73.8339076
Mumbai–Pune Railway,18.5783425,73.8338605
Mumbai–Pune Railway,18.5810542,73.8328129
Mumbai–Pune Railway,18.5810704,73.8328583
Hinjawadi Road,18.5909015,73.7504693
Dr Helenkelar Path,18.5016445,73.9185155
KP Yallapa Pawar Marg,18.5021167,73.9191475
Old Pune–Mumbai Highway,18.530272,73.8551231
Pancard Club Road,18.5595418,73.7856273
"Boys Hostel No,9",18.558546,73.8229445
GEOGRAPHY DEPARTMENT ROAD,18.5481136,73.8270213
Tiger Hills (Veminicom),18.5449496,73.8320799
house,18.5096026,73.9423389
Garden of Department of Geography,18.5480881,73.8269207
Geology Garden,18.5484215,73.826962
Tardoli Cricket Ground,18.2633375,74.3447396
Bhosale Vasti,18.2638755,74.342081
Tardoli Cricket Ground,18.2633301,74.3447432
Z.P school Tardoli,18.2614901,74.3438435
hill,18.5513635,73.7832504
Tardoli Tale,18.2562762,74.3440808
Late Vitthalrao Namdeo Shivarkar Road,18.5039746,73.9008884
"Shivaji Park,Lane No.2",18.6640563,73.7994772
Purple Line,18.5130599,73.8585949
Pune Metro Line 1,18.4993067,73.8574321
Pune Metro Line 1,18.4993318,73.8573113
Mumbai-Pune Railway,18.7431542,73.4746733
Mumbai-Pune Railway,18.7425197,73.4714921
Mumbai-Pune Railway,18.741516,73.4614012
Mumbai-Pune Railway,18.7411526,73.4512989
Richardson Road,18.5282192,73.8855294
4S,18.5319747,73.7329176
Swimming Pool,18.5318403,73.7332858
Calendula,18.5320755,73.733773
Mess,18.5337118,73.7331843
Rangoli,18.5343048,73.7333725
Amphitheatre,18.5375138,73.7313205
SIMC,18.5367506,73.7316009
Symbieat,18.5373854,73.7323417
SIBM,18.5377236,73.7318365
Lotus,18.5317244,73.7318719
Majestic Swapnangan,18.4431724,73.8036416
Sai Avishkar Phase 3,18.4437475,73.8037856
Mantra Park View Society,18.4456491,73.8057616
Amruta Vihar,18.4505146,73.798875
Chintamani Ashish Apartment,18.4499516,73.7984075
Rajveer Avenue,18.4500573,73.7989893
Vishnu Prasad Bunglow,18.4525018,73.7962238
Health Science,18.5471797,73.8306733
Lane 6,18.4957511,73.8118808
Gandhibhavan Road,18.4952977,73.8130168
Old Pune–Mumbai Highway,18.6524065,73.7833757
Old Pune–Mumbai Highway,18.6525342,73.7834039
Old Pune–Mumbai Highway,18.6474665,73.7875897
Old Pune–Mumbai Highway,18.6474604,73.7877179
Old Pune–Mumbai Highway,18.6437119,73.7908155
Chatrapati Shivaji Maharaj Chowk Underpass,18.6398441,73.794109
Chatrapati Shivaji Maharaj Chowk Underpass,18.6398906,73.7941784
Punyashlok Ahilyabai Holkar Underpass,18.628791,73.8034683
Punyashlok Ahilyabai Holkar Underpass,18.6288484,73.803539
Kasarwadi - Pimple Gurav Road Underpass,18.6108232,73.8177027
Kalewadi Main Road * Aundh-Ravet Road,18.57129,73.8078989
Mula Road,18.5456503,73.8525236
Shiv Darshan Road,18.4812985,73.8540819
Khadki - Bopkhel New Road,18.5686611,73.8557036
Khadki - Bopkhel New Road,18.5710357,73.8549434
Khadki - Bopkhel New Road,18.5703647,73.855499
Khadki - Bopkhel New Road,18.5707134,73.8554107
Khadki - Bopkhel New Road,18.5779801,73.8535968
Airport New Road Underpass,18.5560369,73.9064765
Raja Bahadur Mill Marg,18.5297126,73.8632669
Balaji Rakhmaji Gayakwad Marg,18.5086321,73.8586725
Jedhe Prasad Road,18.50647,73.8591869
Sangvi - Bopodi New Bridge,18.5628542,73.8283341
Sangvi - Bopodi New Bridge,18.5628597,73.8284016
Goodwill nest park road,18.6406357,73.8985481
Goodwill Nest Park,18.6403576,73.8980909
Ved Bhavan Marg,18.507125,73.7888041
Aakash industries,18.6646152,73.7383066
Street No 4,18.597195,73.7856554
Street No 2,18.5957366,73.7846
Hedgewar road,18.6157739,73.7857478
Praveen Namdeodada Nimhan Chowk,18.5370796,73.7939496
Praveen Namdeodada Nimhan Chowk,18.5371292,73.7940223
Praveen Namdeodada Nimhan Chowk,18.5371279,73.7939836
Praveen Namdeodada Nimhan Chowk,18.5371114,73.7939475
Praveen Namdeodada Nimhan Chowk,18.53705,73.7939637
Praveen Namdeodada Nimhan Chowk,18.5370574,73.7940057
farmland,18.4916327,73.9258889
grassland,18.6730587,73.749577
Kale Borate Nagar - Saswad Road,18.4876717,73.9462107
Kale Borate Nagar - Saswad Road,18.4863432,73.9457507
Sahara Novelty,18.5508566,73.7916921
Late Vitthalrao Namdeo Shivarkar Road,18.4924211,73.8999142
Sahadeo Iris,18.5459754,73.7960809
Foods Corner,18.5658632,73.8034579
Rambhau Kalate path,18.5949726,73.7659177
Rambhau Kalate path,18.5950437,73.7659069
Solapur Road,18.5065061,73.9003825
Late Vitthalrao Namdeo Shivarkar Road,18.5065349,73.9010508
Solapur Road,18.5064942,73.9010792
Late Vitthalrao Namdeo Shivarkar Road,18.5065327,73.9011119
Solapur Road,18.5065631,73.8984821
Paragliding launch site,18.747839,73.5435039
Paragliding launch site,18.7243534,73.4801789
Paragliding landing zone,18.7291536,73.4772489
Victoria Road,18.5236417,73.897206
Yerwada,18.545226,73.8866502
Yerwada,18.545389,73.8866189
Janki Niwas,18.5642639,73.781492
Shri Dattakrupa Complex,18.5651323,73.7826482
Athashri Synergy,18.5847244,73.7607937
Godrej,18.6690538,73.7117384
Bharatratna J.R.D Tata Flyover Ramp,18.6057422,73.8208534
Bharatratna J.R.D Tata Flyover Ramp,18.6057365,73.8208805
Jawaharlal Nehru Marg,18.5250682,73.8674554
Jawaharlal Nehru Marg,18.5249318,73.8674633
abc,18.5064775,73.8139641
GODREJ PRANA,18.4484099,73.9233018
GODREJ GREENS,18.4475119,73.9212126
GODREJ GREENS,18.447805,73.9216407
Gardian Cityscape,18.4906979,73.8308301
CARS 24,18.4485941,73.9246842
Shitole Petrol Pump,18.5787098,73.8150845
Bharati Vidyapeeth Ground,18.4596394,73.8463186
Swami Vivekanand Marg,18.4870357,73.8575551
Katraj - Swargate BRTS,18.486978,73.8575013
Swami Vivekanand Marg,18.4869225,73.8574445
Wakad Road,18.5882687,73.7844233
Wakad Road,18.5881897,73.7844042
Wakad Road,18.5882323,73.7846538
Wakad Road,18.5881537,73.7846365
Synagogue Street,18.5190133,73.8743004
Vandre village council,18.5193628,73.4583892
Vardayini Pure Veg Restaurant,18.5197651,73.7785715
Nivasa Enchante,18.6001865,73.9129908
Nivasa Enchante,18.600939,73.9134143
Media Canteen,18.5268174,73.8388619
Pokket Cafe,18.6596397,73.7324317
Talegaon Phata-Navlakh Umbre Road,18.7415527,73.6576751
Talegaon Phata-Navlakh Umbre Road,18.7433459,73.6590141
SSPU Amphitheatre,18.6608659,73.717874
Symbiosis Skill Training,18.6609541,73.7191893
sjc college canteen,18.6606161,73.7173966
Football turf,18.6620293,73.7184036
Bgahwant Krupa,19.1393968,73.8985575
Dangat Farm,19.1158428,73.904465
Sai Shrddha Marriage Hall,19.152128,73.8974209
Sai Shrddha Marriage Hall,19.1521353,73.8977267
Sai Leela Marriage Hall,19.1646932,73.8959449
"Godrej Nurture, T5 Tower",18.6666613,73.711759
Godrej Nurture Tower T4,18.6661484,73.7118512
Godrej Pune residence,18.6660767,73.7123376
Kunal Iconia F Wing,18.6655971,73.7128325
Block G kunal Iconia sait tukaram nagar mamurdi pimpari chichwad,18.6653043,73.7128388
amphitheatre,18.6608659,73.717874
amphitheatre,18.6608738,73.7178818
Voilet,18.5211824,73.7651612
Lily,18.5211913,73.7651612
Kiosk Kaffee,18.6591564,73.7327153
Eden Spaces,18.6629061,73.7324718
Shree Samarth General Hospital,18.661206,73.7321075
Land Access for Soham Jadhav Patil's Home and Farms,19.1485623,74.1097915
Rose Gardenia Society,18.6657753,73.7265178
Morgaon,18.2770973,74.3172838
nnn,18.5110605,73.7762121
parking,18.5498993,73.8307178
SMVM_School_ground,18.278317,74.3146886
Durga cafe,18.659842,73.73234
NAVAMI HOTEL,18.7183669,73.6803606
"IUCAA, Muktangan",18.558933,73.8264261
Jaysingrao Sasane Park,18.5097493,73.9061119
Laxmi Path,18.5154111,73.8685029
Inam Mala,19.1497867,74.1073227
Mandhare Niwas,18.4820878,74.0298167
Abhinav Primary School,18.4818492,74.0298703
Ganesh Kamble,18.4824032,74.0291248
Rajgruh,18.4823727,74.0296103
Rathod Niwas,18.4815039,74.0544757
Santosh Dhumal,18.481388,74.0544831
Tiwari Niwas,18.4810455,74.0544971
Pawar Niwas,18.480614,74.0545204
Raut Niwas,18.4808296,74.0546245
Bori Budruk Grampanchayat,19.1187329,74.1005018
Chikoo Orchard,19.1484224,74.1096684
Park Titanium,18.592103,73.7796637
Ved Marg (Service Road),18.5029739,73.7923088
Baramati Bypass,18.2057565,74.6168725
Baramati Bypass,18.2057084,74.6170403
Baramati Bypass,18.2305558,74.566132
Baramati Bypass,18.2306313,74.5662128
Baramati Bypass,18.2296112,74.5674707
Baramati Bypass,18.2295372,74.5673901
Baramati Bypass,18.2236062,74.5929325
Baramati Bypass,18.2237098,74.5929433
Baramati Bypass,18.2537385,74.5276985
Baramati Bypass,18.2561481,74.5268922
Baramati Bypass,18.2561039,74.5267946
Baramati Bypass,18.2284962,74.5686764
Baramati Bypass,18.2262381,74.578489
Baramati Bypass,18.226323,74.5785421
Baramati Bypass,18.1720907,74.628639
Baramati Bypass,18.1720175,74.628535
ABC,18.5753603,73.7984723
XYZ,18.5748036,73.7990699
Kumar Primavera Society,18.5414911,73.9281864
Dange Chowk Road,18.5913639,73.7389756
Ladkatwadi Road,18.5328168,73.875097
Dange Chowk Road,18.5914926,73.738997
Gopal Krushna Gokhale Path,18.525857,73.8417931
Gazebo Parking,18.5892895,73.7672161
Laxmi Road,18.5153491,73.8687299
Hinjawadi Phase 2 Road,18.5912496,73.7388985
Hinjawadi Phase 1 road,18.5914261,73.7389357
Someshwar Wadi Road,18.5462433,73.8021792
Someshwar Wadi Road,18.5461637,73.8024405
Shankarrao Kirloskar Path,18.5107227,73.8297028
Lokmanya Tilak Marg,18.5080195,73.8501198
Sane Guruji Marg,18.5075795,73.8504588
Indian Oil Pump (CNG Available),18.4577622,73.8291543
Food mall,18.526901,73.7334828
Vanaha Yahavi,18.5171659,73.7294682
Obstacle Course,18.5390852,73.5856771
Shivajinagar Railway Station Road,18.531348,73.8500157
Ajay Sampat Kand,18.6146592,74.0298502
Sunil Magar,18.5946324,74.032193
Vitthal Krupa,18.6407205,74.0492478
Ponta Mall,18.6417124,74.0504563
Baner Fire Station,18.5602624,73.7769622
Platinum Medical Store,18.5585693,73.7776404
vision boulevard,18.5914691,73.8009741
private garden,18.5903381,73.8009093
VISION ARISTO,18.6662321,73.730225
anna bhau sathe udyan,18.6647435,73.7784005
Tiana (H),18.5556374,73.7617171
Leana (G),18.5556224,73.7620372
General Parade Ground,18.5105615,73.8932455
General Thimayya Road,18.5596439,73.8479996
General Thimayya Road,18.5624398,73.8522281
Service Road,18.4538372,73.8387802
Mantra majestica Inner Road,18.4858776,73.9379306
Hari Ganga ClubHouse,18.5552804,73.8790543
Payri and Fenyadevi ghat route,18.965745,73.4824513
400 KV MC Talegaon to Shikrapur (PG),18.7936833,73.6994773
Kaspate Vasti Road,18.5941666,73.7736058
Ghorpadi Road,18.5284751,73.9008644
Koregaon Road,18.5411485,73.8851809
Koregaon Road,18.5414429,73.8854099
Narayangad Fort,19.1152526,74.0336061
Symbiosis Road,18.5434564,73.7272875
Symbiosis Road,18.5434691,73.7273125
Sobha Nesara,18.5063028,73.7863995
Tower 1,18.5063495,73.7860228
Tower 2,18.5061492,73.7865331
Tower 3,18.5062604,73.7868759
Sobha Nesara Road,18.5067798,73.7869959
Hatkeshwar to Lenyadri,19.2716457,73.8488115
Hatkeshwar to Lenyadri,19.2807136,73.8592963
Mashedicha Dongar,19.2804912,73.7895114
Hadsar-Nal route,19.2660344,73.8001777
Rajmarg,19.2673245,73.7996299
Gunya,19.3313589,73.7752169
Rajs Farm,18.5752023,73.7491579
Bhojgiri,19.3208905,73.7625544
Nisanicha dara,19.3188217,73.7720011
Nisanicha dara,19.3277491,73.7712662
Haudechi Vaat,19.3304893,73.7804784
Talmachi route,19.307478,73.7548967
Taleran route,19.3045381,73.7544872
Taleran route,19.3063942,73.7539648
Jivdhan route,19.2764763,73.6868546
Jivdhan route,19.2759322,73.6863172
Jivdhan route,19.2762811,73.6853715
Jivdhan route,19.2818106,73.6798605
galaxy park,18.5204724,73.7668139
The leaf,18.4339891,73.8873133
nyati,18.5206509,73.7670756
Clove:) Dental,18.659612,73.7323125
sai vision,18.5925852,73.8013059
LOLOLA,18.5977848,73.7839247
grocery shop,18.5979831,73.7833105
building,18.6436287,73.7462112
Guesthouse Road,18.5329513,73.7352705
SKF Football Turf Ground,18.640558,73.7755978
aakash,18.6700943,73.7105738
Hirdiche Daar (Not in use),19.0974306,73.5349683
Dara Ghat,19.1078808,73.5469141
220 KV Jejury to Parvati and Phursungi,18.2842356,74.13932
400 kV Karad - Lonikand SCSC line,18.4722185,74.0571286
400 KV BBlshwar_KUDUS WIP_DCQ,19.1478096,74.2220846
NH222,19.3353601,73.7879281
dhakoba fort trail,19.2387651,73.6729713
dhakoba fort trail,19.2337204,73.6710777
Narhe Industrial Estate Road,18.4528211,73.8203447
Narhe Industrial Estate Road,18.4514862,73.8200116
Dara Ghat,19.1086361,73.5576047
Baramati Daund Road,18.3126591,74.5115911
Baramati Daund Road,18.2992921,74.5161284
Baramati Daund Road,18.291524,74.5190329
Baramati Daund Road,18.2641103,74.5260015
Baramati Daund Road,18.2709189,74.5254703
Voyage ZO Lonavala,18.7458736,73.4772212
LoBhi,19.0547969,73.5450822
Pavlyachi vaat-Pedhyacha ghat,19.0551751,73.5240815
Vajantri Ghat - Ambenali,19.025842,73.5501989
Kothaligad,18.983935,73.521004
Upper contour,18.9763759,73.5209489
Deviidgddaacii Sondd,18.8478078,73.3910525
Vaaghji Ghaat,18.8450424,73.3836893
मनरंजन गड वाट,18.8287626,73.3958852
